lap_number,driver,position,lap_time,gap_ahead,tire_compound,tire_age,pit_stop,track_status
14,TSU,7,91.597,30.585,MEDIUM,18,False,Green
14,BOT,8,90.595,31.452,MEDIUM,19,False,Green
14,OCO,9,91.166,35.763,SOFT,17,False,Green
14,RIC,10,91.146,37.502,SOFT,17,False,Green
14,ALO,11,90.842,38.482,HARD,15,False,Green
14,GAS,12,90.641,39.734,HARD,14,False,Green
14,GIO,13,90.546,42.114,MEDIUM,14,False,Green
14,VET,14,90.495,43.142,MEDIUM,14,False,Green
14,STR,15,90.622,45.069,MEDIUM,14,False,Green
14,RAI,16,90.753,47.412,MEDIUM,14,False,Green
14,LAT,17,90.932,51.781,MEDIUM,14,False,Green
14,RUS,18,90.768,54.066,MEDIUM,14,False,Green
14,MSC,19,90.727,72.43,HARD,4,False,Green
15,PER,1,89.581,0.0,SOFT,18,False,Green
15,HAM,2,108.755,10.57,HARD,2,True,Green
15,SAI,3,89.938,14.004,SOFT,18,False,Green
15,VER,4,88.492,15.693,HARD,2,False,Green
15,NOR,5,90.348,19.498,SOFT,18,False,Green
15,TSU,6,90.054,22.454,MEDIUM,19,False,Green
15,BOT,7,91.079,24.346,MEDIUM,20,False,Green
15,LEC,8,93.881,25.434,SOFT,18,True,Green
15,RIC,9,90.859,30.176,SOFT,18,False,Green
15,OCO,10,93.316,30.894,SOFT,18,True,Green
15,ALO,11,90.817,31.114,HARD,16,False,Green
15,GAS,12,90.686,32.235,HARD,15,False,Green
15,GIO,13,90.55,34.479,MEDIUM,15,False,Green
15,VET,14,90.748,35.705,MEDIUM,15,False,Green
15,STR,15,90.446,37.33,MEDIUM,15,False,Green
15,RAI,16,90.604,39.831,MEDIUM,15,False,Green
15,LAT,17,91.134,44.73,MEDIUM,15,False,Green
15,RUS,18,90.853,46.734,MEDIUM,15,False,Green
15,MSC,19,90.687,64.932,HARD,5,False,Green
16,PER,1,89.683,0.0,SOFT,19,False,Green
16,HAM,2,87.833,8.72,HARD,3,False,Green
16,SAI,3,89.591,13.912,SOFT,19,False,Green
16,VER,4,89.006,15.016,HARD,3,False,Green
16,NOR,5,90.106,19.921,SOFT,19,False,Green
16,TSU,6,90.114,22.885,MEDIUM,20,False,Green
16,BOT,7,89.754,24.417,MEDIUM,21,False,Green
16,RIC,8,90.661,31.154,SOFT,19,False,Green
16,ALO,9,90.648,32.079,HARD,17,False,Green
16,GAS,10,90.629,33.181,HARD,16,False,Green
16,GIO,11,90.682,35.478,MEDIUM,16,False,Green
16,VET,12,90.595,36.617,MEDIUM,16,False,Green
16,STR,13,90.827,38.474,MEDIUM,16,False,Green
16,RAI,14,90.478,40.626,MEDIUM,16,False,Green
16,LAT,15,91.047,46.094,MEDIUM,16,False,Green
16,LEC,16,110.853,46.604,HARD,1,True,Green
16,RUS,17,91.729,48.78,MEDIUM,16,False,Green
16,OCO,18,109.514,50.725,HARD,2,True,Green
16,MSC,19,90.458,65.707,HARD,6,False,Green
17,PER,1,89.967,0.0,SOFT,20,False,Green
17,HAM,2,87.78,6.533,HARD,4,False,Green
17,SAI,3,89.311,13.256,SOFT,20,False,Green
17,VER,4,89.108,14.157,HARD,4,False,Green
17,NOR,5,92.251,22.205,SOFT,20,True,Green
17,TSU,6,89.84,22.758,MEDIUM,21,False,Green
17,BOT,7,89.692,24.142,MEDIUM,22,False,Green
17,RIC,8,90.828,32.015,SOFT,20,False,Green
17,ALO,9,90.93,33.042,HARD,18,False,Green
17,GAS,10,90.744,33.958,HARD,17,False,Green
17,VET,11,90.31,36.96,MEDIUM,17,False,Green
17,GIO,12,92.432,37.943,MEDIUM,17,True,Green
17,STR,13,90.519,39.026,MEDIUM,17,False,Green
17,RAI,14,90.312,40.971,MEDIUM,17,False,Green
17,LEC,15,89.408,46.045,HARD,2,False,Green
17,LAT,16,91.891,48.018,MEDIUM,17,False,Green
17,RUS,17,91.206,50.019,MEDIUM,17,False,Green
17,OCO,18,90.024,50.782,HARD,3,False,Green
17,MSC,19,90.581,66.321,HARD,7,False,Green
18,PER,1,90.588,0.0,SOFT,21,False,Green
18,HAM,2,87.889,3.834,HARD,5,False,Green
18,VER,3,88.502,12.071,HARD,5,False,Green
18,SAI,4,90.907,13.575,SOFT,21,False,Green
18,TSU,5,89.674,21.844,MEDIUM,22,False,Green
18,BOT,6,89.478,23.032,MEDIUM,23,False,Green
18,ALO,7,90.574,33.028,HARD,19,False,Green
18,GAS,8,90.725,34.095,HARD,18,False,Green
18,RIC,9,92.751,34.178,SOFT,21,True,Green
18,VET,10,90.16,36.532,MEDIUM,18,False,Green
18,STR,11,90.369,38.807,MEDIUM,18,False,Green
18,RAI,12,90.426,40.809,MEDIUM,18,False,Green
18,NOR,13,110.162,41.779,HARD,1,True,Green
18,LEC,14,89.283,44.74,HARD,3,False,Green
18,LAT,15,90.912,48.342,MEDIUM,18,False,Green
18,OCO,16,89.874,50.068,HARD,4,False,Green
18,RUS,17,92.536,51.967,MEDIUM,18,False,Green
18,GIO,18,111.395,58.75,HARD,1,True,Green
18,MSC,19,90.736,66.469,HARD,8,False,Green
19,PER,1,91.034,0.0,SOFT,22,False,Green
19,HAM,2,88.232,1.032,HARD,6,False,Green
19,VER,3,88.713,9.75,HARD,6,False,Green
19,SAI,4,92.384,14.925,SOFT,22,True,Green
19,TSU,5,89.554,20.364,MEDIUM,23,False,Green
19,BOT,6,89.652,21.65,MEDIUM,24,False,Green
19,ALO,7,90.331,32.325,HARD,20,False,Green
19,GAS,8,90.475,33.536,HARD,19,False,Green
19,VET,9,90.25,35.748,MEDIUM,19,False,Green
19,STR,10,90.283,38.056,MEDIUM,19,False,Green
19,RAI,11,90.68,40.455,MEDIUM,19,False,Green
19,NOR,12,90.364,41.109,HARD,2,False,Green
19,LEC,13,89.641,43.347,HARD,4,False,Green
19,LAT,14,90.884,48.192,MEDIUM,19,False,Green
19,OCO,15,90.258,49.292,HARD,5,False,Green
19,RUS,16,91.252,52.185,MEDIUM,19,False,Green
19,RIC,17,110.014,53.158,HARD,1,True,Green
19,GIO,18,89.556,57.272,HARD,2,False,Green
19,MSC,19,90.983,66.418,HARD,9,False,Green
20,PER,1,94.359,0.0,SOFT,23,False,Green
20,HAM,2,93.443,0.116,HARD,7,False,Green
20,VER,3,88.387,3.778,HARD,7,False,Green
20,TSU,4,89.632,15.637,MEDIUM,24,False,Green
20,BOT,5,89.62,16.911,MEDIUM,25,False,Green
20,ALO,6,90.024,27.99,HARD,21,False,Green
20,GAS,7,89.954,29.131,HARD,20,False,Green
20,SAI,8,110.428,30.994,HARD,1,True,Green
20,VET,9,90.805,32.194,MEDIUM,20,False,Green
20,STR,10,90.802,34.499,MEDIUM,20,False,Green
20,NOR,11,89.439,36.189,HARD,3,False,Green
20,RAI,12,91.11,37.206,MEDIUM,20,False,Green
20,LEC,13,89.493,38.481,HARD,5,False,Green
20,OCO,14,89.341,44.274,HARD,6,False,Green
20,LAT,15,92.317,46.15,MEDIUM,20,False,Green
20,RIC,16,89.33,48.129,HARD,2,False,Green
20,RUS,17,92.053,49.879,MEDIUM,20,False,Green
20,GIO,18,90.001,52.914,HARD,3,False,Green
20,MSC,19,90.586,62.645,HARD,10,False,Green
21,HAM,1,90.485,0.0,HARD,8,False,Green
21,VER,2,88.569,1.746,HARD,8,False,Green
21,PER,3,96.824,6.223,SOFT,24,True,Green
21,TSU,4,89.752,14.788,MEDIUM,25,False,Green
21,BOT,5,89.647,15.957,MEDIUM,26,False,Green
21,ALO,6,89.633,27.022,HARD,22,False,Green
21,GAS,7,89.652,28.182,HARD,21,False,Green
21,SAI,8,89.752,30.145,HARD,2,False,Green
21,VET,9,90.563,32.156,MEDIUM,21,False,Green
21,NOR,10,89.907,35.495,HARD,4,False,Green
21,STR,11,92.575,36.473,MEDIUM,21,True,Green
21,LEC,12,89.563,37.443,HARD,6,False,Green
21,RAI,13,93.951,40.556,MEDIUM,21,True,Green
21,OCO,14,89.85,43.523,HARD,7,False,Green
21,LAT,15,90.886,46.435,MEDIUM,21,False,Green
21,RIC,16,90.116,47.644,HARD,3,False,Green
21,RUS,17,91.065,50.343,MEDIUM,21,False,Green
21,GIO,18,90.18,52.493,HARD,4,False,Green
21,MSC,19,90.95,62.994,HARD,11,False,Green
22,HAM,1,88.006,0.0,HARD,9,False,Green
22,VER,2,88.322,2.062,HARD,9,False,Green
22,TSU,3,89.698,16.48,MEDIUM,26,False,Green
22,BOT,4,89.559,17.51,MEDIUM,27,False,Green
22,PER,5,108.764,26.981,HARD,1,True,Green
22,ALO,6,89.899,28.915,HARD,23,False,Green
22,GAS,7,89.757,29.933,HARD,22,False,Green
22,SAI,8,89.803,31.942,HARD,3,False,Green
22,VET,9,90.092,34.242,MEDIUM,22,False,Green
22,NOR,10,89.206,36.695,HARD,5,False,Green
22,LEC,11,89.588,39.025,HARD,7,False,Green
22,OCO,12,89.479,44.996,HARD,8,False,Green
22,RIC,13,89.051,48.689,HARD,4,False,Green
22,LAT,14,92.122,50.551,MEDIUM,22,False,Green
22,RUS,15,90.821,53.158,MEDIUM,22,False,Green
22,GIO,16,90.137,54.624,HARD,5,False,Green
22,STR,17,110.845,59.312,HARD,1,True,Green
22,RAI,18,110.722,63.272,HARD,1,True,Green
22,MSC,19,90.884,65.872,HARD,12,False,Green
23,HAM,1,87.663,0.0,HARD,10,False,Green
23,VER,2,88.175,2.574,HARD,10,False,Green
23,BOT,3,89.984,19.831,MEDIUM,28,False,Green
23,TSU,4,91.844,20.661,MEDIUM,27,True,Green
23,PER,5,88.513,27.831,HARD,2,False,Green
23,ALO,6,89.593,30.845,HARD,24,False,Green
23,GAS,7,89.607,31.877,HARD,23,False,Green
23,SAI,8,89.736,34.015,HARD,4,False,Green
23,NOR,9,89.446,38.478,HARD,6,False,Green
23,VET,10,92.019,38.598,MEDIUM,23,True,Green
23,LEC,11,89.379,40.741,HARD,8,False,Green
23,OCO,12,89.303,46.636,HARD,9,False,Green
23,RIC,13,89.548,50.574,HARD,5,False,Green
23,LAT,14,90.803,53.691,MEDIUM,23,False,Green
23,RUS,15,90.647,56.142,MEDIUM,23,False,Green
23,GIO,16,90.346,57.307,HARD,6,False,Green
23,STR,17,89.676,61.325,HARD,2,False,Green
23,RAI,18,89.698,65.307,HARD,2,False,Green
23,MSC,19,90.946,69.155,HARD,13,False,Green
24,HAM,1,87.979,0.0,HARD,11,False,Green
24,VER,2,88.179,2.774,HARD,11,False,Green
24,BOT,3,89.097,20.949,MEDIUM,29,False,Green
24,PER,4,88.605,28.457,HARD,3,False,Green
24,ALO,5,89.667,32.533,HARD,25,False,Green
24,GAS,6,89.646,33.544,HARD,24,False,Green
24,SAI,7,89.576,35.612,HARD,5,False,Green
24,NOR,8,89.295,39.794,HARD,7,False,Green
24,LEC,9,89.104,41.866,HARD,9,False,Green
24,TSU,10,111.159,43.841,HARD,1,True,Green
24,OCO,11,89.599,48.256,HARD,10,False,Green
24,RIC,12,89.398,51.993,HARD,6,False,Green
24,LAT,13,90.935,56.647,MEDIUM,24,False,Green
24,RUS,14,91.577,59.74,MEDIUM,24,False,Green
24,GIO,15,91.109,60.437,HARD,7,False,Green
24,VET,16,110.219,60.838,HARD,1,True,Green
24,STR,17,89.839,63.185,HARD,3,False,Green
24,RAI,18,91.307,68.635,HARD,3,False,Green
24,MSC,19,90.52,71.696,HARD,14,False,Green
25,HAM,1,87.87,0.0,HARD,12,False,Green
25,VER,2,88.041,2.945,HARD,12,False,Green
25,BOT,3,88.871,21.95,MEDIUM,30,False,Green
25,PER,4,87.725,28.312,HARD,4,False,Yellow
25,ALO,5,89.527,34.19,HARD,26,False,Yellow
25,GAS,6,90.146,35.82,HARD,25,False,Yellow
25,SAI,7,89.61,37.352,HARD,6,False,Yellow
25,NOR,8,89.272,41.196,HARD,8,False,Yellow
25,LEC,9,89.416,43.412,HARD,10,False,Yellow
25,TSU,10,89.3,45.271,HARD,2,False,Yellow
25,OCO,11,89.631,50.017,HARD,11,False,Yellow
25,RIC,12,89.479,53.602,HARD,7,False,Yellow
25,LAT,13,91.055,59.832,MEDIUM,25,False,Yellow
25,GIO,14,89.792,62.359,HARD,8,False,Yellow
25,VET,15,90.202,63.17,HARD,2,False,Yellow
25,RUS,16,92.794,64.664,MEDIUM,25,False,Yellow
25,STR,17,89.997,65.312,HARD,4,False,Yellow
25,MSC,18,90.266,74.092,HARD,15,False,Yellow
25,RAI,19,142.917,123.682,HARD,4,True,Yellow
26,HAM,1,88.077,0.0,HARD,13,False,Yellow
26,VER,2,88.6,3.468,HARD,13,False,Yellow
26,BOT,3,89.636,23.509,MEDIUM,31,False,Yellow
26,PER,4,88.313,28.548,HARD,5,False,Yellow
26,ALO,5,89.527,35.64,HARD,27,False,Yellow
26,GAS,6,89.448,37.191,HARD,26,False,Yellow
26,SAI,7,89.505,38.78,HARD,7,False,Yellow
26,NOR,8,89.352,42.471,HARD,9,False,Yellow
26,LEC,9,89.442,44.777,HARD,11,False,Yellow
26,TSU,10,89.623,46.817,HARD,3,False,Yellow
26,OCO,11,89.475,51.415,HARD,12,False,Yellow
26,RIC,12,89.253,54.778,HARD,8,False,Yellow
26,LAT,13,91.067,62.822,MEDIUM,26,False,Yellow
26,GIO,14,90.004,64.286,HARD,9,False,Yellow
26,VET,15,89.791,64.884,HARD,3,False,Yellow
26,STR,16,89.954,67.189,HARD,5,False,Yellow
26,MSC,17,90.969,76.984,HARD,16,False,Green
27,HAM,1,87.975,0.0,HARD,14,False,Green
27,VER,2,88.348,3.841,HARD,14,False,Green
27,BOT,3,88.927,24.461,MEDIUM,32,False,Green
27,PER,4,88.051,28.624,HARD,6,False,Green
27,ALO,5,89.379,37.044,HARD,28,False,Green
27,GAS,6,89.606,38.822,HARD,27,False,Green
27,SAI,7,89.666,40.471,HARD,8,False,Green
27,NOR,8,89.183,43.679,HARD,10,False,Green
27,LEC,9,89.215,46.017,HARD,12,False,Green
27,TSU,10,89.691,48.533,HARD,4,False,Green
27,OCO,11,89.351,52.791,HARD,13,False,Green
27,RIC,12,89.289,56.092,HARD,9,False,Green
27,GIO,13,89.712,66.023,HARD,10,False,Green
27,LAT,14,92.497,67.344,MEDIUM,27,False,Green
27,VET,15,90.894,67.803,HARD,4,False,Green
27,STR,16,89.924,69.138,HARD,6,False,Green
27,MSC,17,90.904,79.913,HARD,17,False,Green
28,HAM,1,88.143,0.0,HARD,15,False,Green
28,VER,2,87.935,3.633,HARD,15,False,Green
28,BOT,3,89.131,25.449,MEDIUM,33,False,Green
28,PER,4,87.962,28.443,HARD,7,False,Green
28,ALO,5,89.312,38.213,HARD,29,False,Green
28,GAS,6,89.307,39.986,HARD,28,False,Green
28,SAI,7,89.719,42.047,HARD,9,False,Green
28,NOR,8,89.164,44.7,HARD,11,False,Green
28,LEC,9,89.254,47.128,HARD,13,False,Green
28,TSU,10,88.991,49.381,HARD,5,False,Green
28,OCO,11,89.556,54.204,HARD,14,False,Green
28,RIC,12,89.165,57.114,HARD,10,False,Green
28,GIO,13,90.282,68.162,HARD,11,False,Green
28,VET,14,89.829,69.489,HARD,5,False,Green
28,STR,15,90.847,71.842,HARD,7,False,Green
28,LAT,16,94.166,73.367,MEDIUM,28,True,Green
28,MSC,17,90.726,82.496,HARD,18,False,Green
29,HAM,1,87.484,0.0,HARD,16,False,Green
29,VER,2,87.904,4.053,HARD,16,False,Green
29,BOT,3,89.204,27.169,MEDIUM,34,False,Green
29,PER,4,87.978,28.937,HARD,8,False,Green
29,ALO,5,89.074,39.803,HARD,30,False,Green
29,GAS,6,89.13,41.632,HARD,29,False,Green
29,SAI,7,89.259,43.822,HARD,10,False,Green
29,NOR,8,89.208,46.424,HARD,12,False,Green
29,LEC,9,89.255,48.899,HARD,14,False,Green
29,TSU,10,89.106,51.003,HARD,6,False,Green
29,OCO,11,88.992,55.712,HARD,15,False,Green
29,RIC,12,89.168,58.798,HARD,11,False,Green
29,GIO,13,89.694,70.372,HARD,12,False,Green
29,VET,14,89.516,71.521,HARD,6,False,Green
29,STR,15,89.324,73.682,HARD,8,False,Green
29,MSC,16,90.524,85.536,HARD,19,False,Green
29,LAT,17,109.78,95.663,HARD,1,True,Green
30,HAM,1,87.508,0.0,HARD,17,False,Green
30,VER,2,87.678,4.223,HARD,17,False,Green
30,PER,3,88.339,29.768,HARD,9,False,Green
30,BOT,4,90.944,30.605,MEDIUM,35,True,Green
30,ALO,5,89.378,41.673,HARD,31,False,Green
30,GAS,6,89.177,43.301,HARD,30,False,Green
30,SAI,7,89.121,45.435,HARD,11,False,Green
30,NOR,8,89.095,48.011,HARD,13,False,Green
30,LEC,9,89.093,50.484,HARD,15,False,Green
30,TSU,10,89.055,52.55,HARD,7,False,Green
30,OCO,11,88.878,57.082,HARD,16,False,Green
30,RIC,12,89.29,60.58,HARD,12,False,Green
30,GIO,13,89.775,72.639,HARD,13,False,Green
30,VET,14,89.596,73.609,HARD,7,False,Green
30,STR,15,89.439,75.613,HARD,9,False,Green
30,MSC,16,92.165,90.193,HARD,20,False,Green
30,LAT,17,89.293,97.448,HARD,2,False,Green
31,HAM,1,87.495,0.0,HARD,18,False,Green
31,VER,2,87.917,4.645,HARD,18,False,Green
31,PER,3,87.95,30.223,HARD,10,False,Green
31,ALO,4,89.314,43.492,HARD,32,False,Green
31,GAS,5,89.301,45.107,HARD,31,False,Green
31,SAI,6,89.391,47.331,HARD,12,False,Green
31,NOR,7,89.137,49.653,HARD,14,False,Green
31,LEC,8,89.381,52.37,HARD,16,False,Green
31,BOT,9,110.242,53.352,HARD,2,True,Green
31,TSU,10,89.756,54.811,HARD,8,False,Green
31,OCO,11,89.321,58.908,HARD,17,False,Green
31,RIC,12,89.232,62.317,HARD,13,False,Green
31,GIO,13,89.505,74.649,HARD,14,False,Green
31,VET,14,89.471,75.585,HARD,8,False,Green
31,STR,15,89.394,77.512,HARD,10,False,Green
31,MSC,16,92.29,94.988,HARD,21,False,Green
31,LAT,17,89.393,99.346,HARD,3,False,Green
32,HAM,1,87.444,0.0,HARD,19,False,Green
32,VER,2,87.913,5.114,HARD,19,False,Green
32,PER,3,87.82,30.599,HARD,11,False,Green
32,ALO,4,89.165,45.213,HARD,33,False,Green
32,GAS,5,89.076,46.739,HARD,32,False,Green
32,SAI,6,89.116,49.003,HARD,13,False,Green
32,NOR,7,89.091,51.3,HARD,15,False,Green
32,LEC,8,88.823,53.749,HARD,17,False,Green
32,BOT,9,88.776,54.684,HARD,3,False,Green
32,TSU,10,89.191,56.558,HARD,9,False,Green
32,OCO,11,89.06,60.524,HARD,18,False,Green
32,RIC,12,88.88,63.753,HARD,14,False,Green
32,GIO,13,89.596,76.801,HARD,15,False,Green
32,VET,14,89.643,77.784,HARD,9,False,Green
32,STR,15,89.409,79.477,HARD,11,False,Green
32,MSC,16,90.218,97.762,HARD,22,False,Green
32,LAT,17,89.431,101.333,HARD,4,False,Green
33,HAM,1,87.742,0.0,HARD,20,False,Green
33,VER,2,87.581,4.953,HARD,20,False,Green
33,PER,3,87.96,30.817,HARD,12,False,Green
33,ALO,4,89.13,46.601,HARD,34,False,Green
33,GAS,5,89.165,48.162,HARD,33,False,Green
33,SAI,6,89.158,50.419,HARD,14,False,Green
33,NOR,7,88.826,52.384,HARD,16,False,Green
33,LEC,8,89.148,55.155,HARD,18,False,Green
33,BOT,9,88.961,55.903,HARD,4,False,Green
33,TSU,10,89.138,57.954,HARD,10,False,Green
33,OCO,11,89.03,61.812,HARD,19,False,Green
33,RIC,12,89.042,65.053,HARD,15,False,Green
33,GIO,13,89.442,78.501,HARD,16,False,Green
33,VET,14,89.421,79.463,HARD,10,False,Green
33,STR,15,89.386,81.121,HARD,12,False,Green
33,MSC,16,90.038,100.058,HARD,23,False,Green
33,LAT,17,89.542,103.133,HARD,5,False,Green
34,HAM,1,87.201,0.0,HARD,21,False,Green
34,VER,2,87.783,5.535,HARD,21,False,Green
34,PER,3,87.306,30.922,HARD,13,False,Green
34,ALO,4,88.931,48.331,HARD,35,False,Green
34,GAS,5,88.998,49.959,HARD,34,False,Green
34,SAI,6,88.828,52.046,HARD,15,False,Green
34,NOR,7,88.801,53.984,HARD,17,False,Green
34,BOT,8,87.918,56.62,HARD,5,False,Green
34,LEC,9,90.05,58.004,HARD,19,False,Green
34,TSU,10,89.017,59.77,HARD,11,False,Green
34,OCO,11,89.181,63.792,HARD,20,False,Green
34,RIC,12,88.817,66.669,HARD,16,False,Green
34,VET,13,88.556,80.818,HARD,11,False,Green
34,STR,14,89.223,83.143,HARD,13,False,Green
34,MSC,15,90.006,102.863,HARD,24,False,Green
34,LAT,16,89.53,105.462,HARD,6,False,Green
35,HAM,1,87.591,0.0,HARD,22,False,Green
35,VER,2,87.761,5.705,HARD,22,False,Green
35,PER,3,87.423,30.754,HARD,14,False,Green
35,ALO,4,90.285,51.025,HARD,36,False,Yellow
35,GAS,5,92.681,55.049,HARD,35,False,Yellow
35,SAI,6,93.791,58.246,HARD,16,False,Yellow
35,NOR,7,93.466,59.859,HARD,18,False,Yellow
35,BOT,8,93.907,62.936,HARD,6,False,Yellow
35,LEC,9,96.558,66.971,HARD,20,True,Yellow
35,TSU,10,96.429,68.608,HARD,12,False,Yellow
35,OCO,11,95.55,71.751,HARD,21,False,Yellow
35,RIC,12,97.126,76.204,HARD,17,False,Yellow
35,VET,13,100.559,93.786,HARD,12,False,Yellow
35,STR,14,101.827,97.379,HARD,14,False,Yellow
35,MSC,15,106.601,121.873,HARD,25,False,Yellow
35,LAT,16,107.576,125.447,HARD,7,False,Yellow
36,HAM,1,101.467,0.0,HARD,23,False,Yellow
36,VER,2,103.598,7.836,HARD,23,True,Yellow
36,PER,3,112.799,42.086,HARD,15,True,Yellow
36,ALO,4,117.817,67.375,HARD,37,True,Yellow
36,GAS,5,114.65,68.232,HARD,36,True,Yellow
36,SAI,6,115.364,72.143,HARD,17,False,Yellow
36,NOR,7,115.172,73.564,HARD,19,False,Yellow
36,BOT,8,114.468,75.937,HARD,7,False,Yellow
36,TSU,9,113.58,80.721,HARD,13,False,Yellow
36,OCO,10,116.756,87.04,HARD,22,False,Yellow
36,RIC,11,114.231,88.968,HARD,18,False,Yellow
36,LEC,12,128.653,94.157,MEDIUM,6,True,Yellow
36,VET,13,115.562,107.881,HARD,13,False,Yellow
36,STR,14,114.796,110.708,HARD,15,False,Yellow
36,MSC,15,115.12,135.526,HARD,26,False,Yellow
36,LAT,16,113.57,137.55,HARD,8,False,Yellow
37,HAM,1,116.216,0.0,HARD,24,False,Yellow
37,VER,2,128.605,20.225,HARD,1,True,Yellow
37,PER,3,119.707,45.577,HARD,1,True,Yellow
37,SAI,4,101.553,57.48,HARD,18,False,Yellow
37,NOR,5,101.894,59.242,HARD,20,False,Yellow
37,BOT,6,101.441,61.162,HARD,8,False,Yellow
37,ALO,7,116.24,67.399,MEDIUM,1,True,Yellow
37,TSU,8,103.377,67.882,HARD,14,False,Yellow
37,GAS,9,116.705,68.721,MEDIUM,4,True,Yellow
37,OCO,10,98.906,69.73,HARD,23,False,Yellow
37,RIC,11,98.7,71.452,HARD,19,False,Yellow
37,LEC,12,97.309,75.25,MEDIUM,7,False,Yellow
37,VET,13,94.318,85.983,HARD,14,False,Yellow
37,STR,14,93.421,87.913,HARD,16,False,Yellow
37,MSC,15,92.144,111.454,HARD,27,False,Green
37,LAT,16,91.298,112.632,HARD,9,False,Green
38,HAM,1,90.157,0.0,HARD,25,False,Yellow
38,VER,2,86.321,16.389,HARD,2,False,Green
38,PER,3,86.75,42.17,HARD,2,False,Green
38,SAI,4,88.292,55.615,HARD,19,False,Green
38,NOR,5,88.467,57.552,HARD,21,False,Green
38,BOT,6,87.886,58.891,HARD,9,False,Green
38,TSU,7,88.306,66.031,HARD,15,False,Green
38,ALO,8,90.132,67.374,MEDIUM,2,False,Green
38,GAS,9,89.559,68.123,MEDIUM,5,False,Green
38,OCO,10,89.65,69.223,HARD,24,False,Green
38,RIC,11,89.066,70.361,HARD,20,False,Green
38,LEC,12,88.725,73.818,MEDIUM,8,False,Green
38,VET,13,88.764,84.59,HARD,15,False,Green
38,STR,14,91.164,88.92,HARD,17,False,Green
38,MSC,15,89.58,110.877,HARD,28,False,Green
38,LAT,16,89.844,112.319,HARD,10,False,Green
39,HAM,1,86.762,0.0,HARD,26,False,Green
39,VER,2,86.103,15.73,HARD,3,False,Green
39,PER,3,86.58,41.988,HARD,3,False,Green
39,SAI,4,88.384,57.237,HARD,20,False,Green
39,NOR,5,88.43,59.22,HARD,22,False,Green
39,BOT,6,87.96,60.089,HARD,10,False,Green
39,TSU,7,88.436,67.705,HARD,16,False,Green
39,ALO,8,88.811,69.423,MEDIUM,3,False,Green
39,GAS,9,89.017,70.378,MEDIUM,6,False,Green
39,OCO,10,89.619,72.08,HARD,25,False,Green
39,RIC,11,89.466,73.065,HARD,21,False,Green
39,LEC,12,88.907,75.963,MEDIUM,9,False,Green
39,VET,13,90.706,88.534,HARD,16,False,Green
39,STR,14,88.946,91.104,HARD,18,False,Green
39,MSC,15,89.74,113.855,HARD,29,False,Green
39,LAT,16,89.897,115.454,HARD,11,False,Green
40,HAM,1,87.387,0.0,HARD,27,False,Green
40,VER,2,86.552,14.895,HARD,4,False,Green
40,PER,3,86.643,41.244,HARD,4,False,Green
40,SAI,4,88.325,58.175,HARD,21,False,Green
40,NOR,5,88.446,60.279,HARD,23,False,Green
40,BOT,6,88.481,61.183,HARD,11,False,Green
40,TSU,7,88.368,68.686,HARD,17,False,Green
40,ALO,8,89.256,71.292,MEDIUM,4,False,Green
40,GAS,9,89.012,72.003,MEDIUM,7,False,Green
40,OCO,10,88.939,73.632,HARD,26,False,Green
40,RIC,11,88.879,74.557,HARD,22,False,Green
40,LEC,12,88.433,77.009,MEDIUM,10,False,Green
40,VET,13,88.783,89.93,HARD,17,False,Green
40,STR,14,89.075,92.792,HARD,19,False,Green
40,MSC,15,89.767,116.235,HARD,30,False,Green
40,LAT,16,89.627,117.694,HARD,12,False,Green
41,HAM,1,86.718,0.0,HARD,28,False,Green
41,VER,2,86.301,14.478,HARD,5,False,Green
41,PER,3,86.661,41.187,HARD,5,False,Green
41,SAI,4,88.279,59.736,HARD,22,False,Green
41,NOR,5,88.289,61.85,HARD,24,False,Green
41,BOT,6,88.224,62.689,HARD,12,False,Green
41,TSU,7,88.346,70.314,HARD,18,False,Green
41,GAS,8,88.385,73.67,MEDIUM,8,False,Green
41,ALO,9,90.486,75.06,MEDIUM,5,False,Green
41,OCO,10,89.15,76.064,HARD,27,False,Green
41,RIC,11,89.022,76.861,HARD,23,False,Green
41,LEC,12,88.338,78.629,MEDIUM,11,False,Green
41,VET,13,88.77,91.982,HARD,18,False,Green
41,STR,14,88.994,95.068,HARD,20,False,Green
41,MSC,15,89.654,119.171,HARD,31,False,Green
41,LAT,16,89.676,120.652,HARD,13,False,Green
42,HAM,1,86.782,0.0,HARD,29,False,Green
42,VER,2,86.463,14.159,HARD,6,False,Green
42,PER,3,87.04,41.445,HARD,6,False,Green
