lap_number,driver,position,lap_time,gap_ahead,tire_compound,tire_age,pit_stop,track_status
52,LAT,16,96.303,200.524,HARD,16,False,Green
52,RAI,17,97.902,205.79,MEDIUM,13,False,Green
52,MAG,18,98.594,354.47,HARD,27,False,Green
53,HAM,1,94.256,31.28,HARD,18,False,Green
53,VER,2,93.072,51.912,MEDIUM,11,False,Green
53,PER,3,98.09,73.72,HARD,17,False,Green
53,ALB,4,95.713,77.564,HARD,19,False,Green
53,NOR,5,93.588,109.341,HARD,15,False,Green
53,SAI,6,94.181,26.93,HARD,14,False,Green
53,GAS,7,95.556,107.545,HARD,28,False,Green
53,RIC,8,95.306,103.069,HARD,17,False,Green
53,BOT,9,94.815,102.777,MEDIUM,30,False,Green
53,OCO,10,95.209,128.905,HARD,19,False,Green
53,LEC,11,97.077,0.0,HARD,14,False,Green
53,KVY,12,97.503,189.353,HARD,20,False,Yellow
53,RUS,13,103.629,199.971,MEDIUM,15,False,Yellow
53,VET,14,103.658,193.541,HARD,14,False,Yellow
53,GIO,15,109.156,183.795,HARD,33,True,Yellow
53,LAT,16,106.87,210.317,HARD,17,False,Yellow
53,RAI,17,109.3,218.013,MEDIUM,14,False,Yellow
53,MAG,18,118.082,375.475,HARD,28,True,Yellow
54,HAM,1,94.153,0.0,HARD,19,False,Green
54,VER,2,92.047,18.526,MEDIUM,12,False,Yellow
54,ALB,3,108.128,60.259,HARD,20,False,Yellow
54,NOR,4,113.253,97.161,HARD,16,False,Yellow
54,SAI,5,114.041,15.538,HARD,15,False,Yellow
54,GAS,6,117.736,99.848,HARD,29,False,Yellow
54,RIC,7,117.083,94.719,HARD,18,False,Yellow
54,BOT,8,116.767,94.111,MEDIUM,31,False,Yellow
54,OCO,9,124.662,128.134,HARD,20,False,Yellow
54,LEC,10,127.443,2.01,HARD,15,False,Yellow
54,KVY,11,132.993,196.913,HARD,21,False,Safety
54,RUS,12,131.263,205.801,MEDIUM,16,False,Safety
54,VET,13,133.973,202.081,HARD,15,False,Safety
54,LAT,14,132.461,217.345,HARD,18,False,Safety
54,RAI,15,133.333,225.913,MEDIUM,15,False,Safety
54,GIO,16,149.402,207.764,SOFT,1,True,Safety
54,MAG,17,149.621,399.663,SOFT,1,True,Safety
55,HAM,1,127.139,0.0,HARD,20,False,Yellow
55,VER,2,132.874,24.261,MEDIUM,13,False,Safety
55,ALB,3,133.017,66.137,HARD,21,False,Safety
55,NOR,4,132.201,102.223,HARD,17,False,Safety
55,SAI,5,131.83,20.229,HARD,16,False,Safety
55,GAS,6,130.805,103.514,HARD,30,False,Safety
55,RIC,7,132.064,99.644,HARD,19,False,Safety
55,BOT,8,131.174,98.146,MEDIUM,32,False,Safety
55,OCO,9,129.462,130.457,HARD,21,False,Safety
55,LEC,10,141.804,16.675,HARD,16,False,Safety
55,KVY,11,128.097,197.871,HARD,22,False,Safety
55,RUS,12,110.884,189.546,MEDIUM,17,False,Safety
55,VET,13,119.401,194.343,HARD,16,False,Safety
55,LAT,14,111.177,201.383,HARD,19,False,Safety
55,RAI,15,108.659,207.433,MEDIUM,16,False,Safety
55,GIO,16,105.931,186.556,SOFT,2,False,Safety
55,MAG,17,108.672,381.196,SOFT,2,False,Safety
56,HAM,1,142.229,19.977,HARD,21,False,Safety
56,VER,2,131.331,33.34,MEDIUM,14,False,Safety
56,ALB,3,109.706,53.591,HARD,22,False,Safety
56,NOR,4,105.917,85.888,HARD,18,False,Safety
56,SAI,5,102.023,0.0,HARD,17,False,Safety
56,GAS,6,107.503,88.765,HARD,31,False,Safety
56,RIC,7,113.662,91.054,HARD,20,False,Safety
56,BOT,8,111.207,87.101,MEDIUM,33,False,Safety
56,OCO,9,98.588,106.793,HARD,22,False,Safety
56,KVY,11,145.637,221.256,HARD,23,False,Safety
56,RUS,12,145.519,212.813,MEDIUM,18,False,Safety
56,VET,13,135.846,207.937,HARD,17,False,Safety
56,LAT,14,134.922,214.053,HARD,20,False,Safety
56,RAI,15,135.11,220.291,MEDIUM,17,False,Safety
56,GIO,16,134.889,199.193,SOFT,3,False,Safety
56,MAG,17,108.324,367.268,SOFT,3,False,Safety
57,VER,2,146.689,57.938,MEDIUM,15,False,Safety
57,ALB,3,135.114,66.614,HARD,23,False,Safety
57,NOR,4,127.016,90.813,HARD,19,False,Safety
57,SAI,5,122.091,0.0,HARD,18,False,Safety
57,GAS,6,108.63,75.304,HARD,32,False,Safety
57,RIC,7,107.813,76.776,HARD,21,False,Safety
57,BOT,8,107.789,72.799,MEDIUM,34,False,Safety
57,OCO,9,107.307,92.009,HARD,23,False,Safety
